,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,nu_max,hrgradient,fagegradient
516,2,1.025958428414067,0.28,0.0,2.1,8.347513881778346,8.961016778881605,6.331630646468088,5579.418146921603,3.9274728676510926,1.8203790897187544,0.9638194053039248,56.70299613606425,973.872127834767,0.001284787384489747,0.0010137406364243429
517,2,1.092651265892134,0.28,0.0,2.1,5.079799443176945,5.4195704971267435,4.900528539491477,6079.525135394022,4.1582922948166745,1.4417413617208157,0.8603928788276234,82.2890494767958,1587.3803131055804,0.00039222110966068006,0.0030514058383481757
518,2,1.0243626298745556,0.28,0.0,2.1,8.640374136564235,9.551163577224363,6.362779967545737,5185.3053993409385,3.7998923466237797,2.1063267638380183,0.982722697768661,45.10498408464456,753.0584754443802,0.0015945862694342519,0.0007440420385806945
519,1,1.025958428414067,0.28,0.0,2.1,1.214522298402586,1.375825363303987,6.331630646468088,5975.714579520002,4.466396229853015,0.9801926544517632,0.9739670270744301,141.14857612817568,3254.8039253103843,0.00015722875366306653,0.0029965453748504317
520,2,1.0961619189655636,0.28,0.0,2.1,5.832421506327576,7.143579767619449,5.002156483450218,5989.230424959682,4.0432770024159135,1.6479771250428612,0.8950339121631166,67.86161783858907,1227.1990645337191,0.0009154099572879897,0.003519452612556373
521,1,0.8231209747613378,0.28,0.0,2.1,10.403329317543172,3.4354545344842506,15.772180795256116,5442.204381384687,4.475293514467919,0.869019964237751,0.9118980834619254,152.11898977201122,3481.205130040164,0.00034675358979782423,0.0035443973165355525
522,1,1.154613340360251,0.28,0.0,2.1,1.8233599259246296,2.1095476828348207,4.265167654282149,6304.993394533384,4.310840792765333,1.2437771268113265,0.8630162802737034,104.22244799777263,2214.7361730625416,0.00016803603416046587,0.002602508938984477
523,2,0.8579268088887941,0.28,0.0,2.1,14.64136566630617,7.467095422619281,13.387576804883627,5584.680728666177,4.214363055030439,1.1972766331711742,0.9039915932947227,96.59582079945473,1884.4620863227192,0.00041928263270861677,0.0015292478474049354
524,1,1.0439008806001355,0.28,0.0,2.1,3.0931925948463213,2.3788859553336246,5.862122164455223,6051.186032545441,4.3733908028307384,1.1004717726037343,0.919604391810189,119.89792972429493,2610.923063970045,0.0001570393725510497,0.0025642566639942355
525,1,0.9208815419766596,0.28,0.0,2.1,6.84000647445991,3.3527211378339876,10.066300661529857,5754.2039327518505,4.410326188574917,0.990566112258354,0.9170325254756722,132.12421476721676,2915.1243694088207,0.0002133231844760452,0.0026050178493350895
526,2,0.9082243376830028,0.28,0.0,2.1,13.325948739529355,9.41365785466543,10.653165281869686,5193.914755105562,3.9034249075300242,1.760764534024353,0.9673563593188765,55.802679088051825,954.9948354755928,0.0012318858218934078,0.0005045186433835225
527,2,0.8231209747613378,0.28,0.0,2.1,18.95673689048671,9.476754070036883,15.772180795256116,5065.116585650894,3.9264268001556073,1.6324751039783942,0.9578428767805374,59.49633469528131,1019.6605129642206,0.001768416383137402,0.0006862799371378792
528,2,0.9969594224905194,0.28,0.0,2.1,9.276025727840628,8.947600998187077,7.169466519618844,5556.523475844961,3.949930678472264,1.7487346591290789,0.9603827416243043,59.34536989491204,1027.6675087931476,0.0013166252605401614,0.0010689448179167504
529,2,1.0765463607143848,0.28,0.0,2.1,7.323201409020606,9.992417316446682,5.081790012319021,5045.164852939818,3.605635466923471,2.699872178650298,0.994031996410276,31.513197685697246,488.1140518577303,0.0007833771636275931,0.0004353221343115221
530,2,1.062940554180625,0.28,0.0,2.1,6.305717308311758,6.619144343441505,5.3949369751138825,5983.9899609707545,4.107459326207244,1.507115130363154,0.89903456266196,76.24830376305933,1423.2704161083125,0.0008995153647203806,0.004741472392646329
531,2,1.0963029195578284,0.28,0.0,2.1,6.730167720969483,9.680736612906488,4.999313594720704,5154.2536227983755,3.7298081359964255,2.3625197067758013,0.9874276385442231,39.15369500970733,642.7598900072915,0.001313210283221381,0.000710136485059798
532,2,1.060422667166995,0.28,0.0,2.1,7.606748541592719,9.579170878963382,5.439559289473802,5190.265561768749,3.7765257449282617,2.2014053079562768,0.9856940946553109,42.91592284803165,713.2708563864011,0.0015881210714868415,0.0007944820461570634
533,2,0.9389688274271324,0.28,0.0,2.1,11.958503783846115,9.671817606911034,9.28993205272908,5060.255708465485,3.7844087745742265,2.052936012380576,0.9798337606277883,44.771527117363206,735.607361995849,0.0009366219534846194,0.00040346841656557775
534,1,0.8579268088887941,0.28,0.0,2.1,5.4336247213506095,2.1088192329722157,13.387576804883627,5484.639106723243,4.528412245213036,0.8345717379838901,0.9474520256635306,164.5928602197145,3918.877981197777,0.00020944559674738488,0.0026786535489372876
535,2,0.8859446899828983,0.28,0.0,2.1,14.039922590997751,8.680920099735964,11.770876943583938,5502.658559180447,4.0705483269070175,1.4351004888183965,0.9353040932885105,75.17621853321434,1363.2815847757747,0.0017483509811201364,0.0022970897951126723
536,2,1.0765463607143848,0.28,0.0,2.1,7.0437905944225925,9.152272517575245,5.081790012319021,5517.905253315134,3.8670173379499495,1.9988685391677083,0.9753751926365772,50.42632141503202,852.0277557532213,0.0011921221894817138,0.0006754039286864799
537,2,1.1660237393358672,0.28,0.0,2.1,5.168405093505912,8.97598621357812,4.136310520223437,5674.196029179071,3.8304060521018863,2.170996714721413,0.9663010046362007,46.52905511920379,772.2846601299278,0.001232744438563604,0.0007435295183625401
538,2,1.1686926491354517,0.28,0.0,2.1,5.2344412806045115,9.41513303458473,4.10641879197193,5347.237469847396,3.776933540798955,2.311222784283467,0.9836579046509653,42.07396027984753,703.3837475638018,0.0011378581421413526,0.0004896785509372892
539,2,1.1192522509965348,0.28,0.0,2.1,6.282287181870612,9.879451510240223,4.700809588250653,5092.1525895343875,3.650422387432496,2.6157124570960644,0.991137765436037,33.78161461485194,538.6357900918645,0.0006908273860177166,0.00040828210855547997
540,2,0.9710624217663372,0.28,0.0,2.1,9.471033038385633,7.62485571260743,8.04685078061587,5773.192294654805,4.107780778356362,1.4397598387469743,0.9200492322435003,78.20887625878987,1450.094451791715,0.0008576298448565678,0.0027569195188487106
541,2,1.1394353318772041,0.28,0.0,2.1,5.607622431202663,8.890645097801245,4.444658940237908,5701.354847162288,3.856679709057939,2.0820891201079865,0.9609982330130764,48.97185652021971,818.4915445495787,0.0012786569155677923,0.0009433996817600487
542,2,0.9587073431510392,0.28,0.0,2.1,10.995025222031774,9.492829715796114,8.510111025240688,5180.393489329315,3.850049168739228,1.9235478730434328,0.9757398781121132,50.09314216558321,845.6512954277948,0.001250164082605759,0.0005223233827441609
543,2,0.9555987440125916,0.28,0.0,2.1,10.667642697014273,8.650741438539436,8.624572596212923,5606.475605995041,4.020633055197151,1.5784884287711995,0.9450131373616755,67.74049560802464,1203.9587598901076,0.001534643557483281,0.0020006271463235414
544,2,0.9389688274271324,0.28,0.0,2.1,11.333836815464736,8.590706576353734,9.28993205272908,5598.418486238461,4.040912302330115,1.5286520363041556,0.9408092428604079,70.44075289149377,1262.4179089816746,0.0016068046570309393,0.0022882611232700745
545,2,0.8160075147150592,0.28,0.0,2.1,18.963699803081926,8.86470906730955,16.340320219622303,5342.367560379922,4.094942103629972,1.3391474094715126,0.9279421403470376,80.06922258947121,1463.5202822975766,0.0014575943709865804,0.0014822688725218969
546,2,1.1785745045154667,0.28,0.0,2.1,5.090604196137796,9.486258786213435,4.000201618688799,5299.3780210891055,3.7588507843617736,2.369803483865456,0.9856070163814642,40.604564723709146,677.7380339199708,0.0011482449512917714,0.0005250504699471081
547,1,1.1116978694410429,0.28,0.0,2.1,4.090309433142593,4.280908518370425,4.792621595891778,6105.174479596556,4.2158717454376236,1.3614515498501718,0.841941014137906,90.14719243373828,1808.615421255428,0.0005702044159862597,0.004611691340152824
548,2,1.1192522509965348,0.28,0.0,2.1,6.072048740328401,9.150479035776588,4.700809588250653,5535.349389070702,3.8403790254140175,2.102377404952734,0.9729359279914371,47.7023792441621,800.073765932633,0.00117321818944547,0.000593693103442372
549,2,0.874433195789317,0.28,0.0,2.1,13.96174268308308,7.778299542980864,12.417809313499735,5599.249139091,4.175039382602463,1.264564917063712,0.9123694962539433,89.99704241411901,1719.0876124159113,0.0007319380500391918,0.002210342252088937
550,1,0.934012845601648,0.28,0.0,2.1,3.1330934427778923,1.7918960998740985,9.470664906493164,5728.614147735893,4.500357546133719,0.8993781414365807,0.9593528072865946,153.37709805301867,3594.647300500554,0.0001788297146156411,0.0027808008395518446
551,2,1.1192522509965348,0.28,0.0,2.1,6.074815002038887,9.1597124107898,4.700809588250653,5528.784838576893,3.8392339461236262,2.1051449814984178,0.9735002208553004,47.60202627282895,798.4406247802214,0.001172705086487076,0.0005844696321964937
552,2,0.8160075147150592,0.28,0.0,2.1,19.790060590539113,9.748994939032123,16.340320219622303,4921.051191885658,3.78421367279925,1.914221036614564,0.970800035780848,46.299385976142894,745.6040451758619,0.0006048822972476343,0.00021430280374257205
553,2,1.1116978694410429,0.28,0.0,2.1,5.6508515184344565,7.455566669530243,4.792621595891778,5978.683852822206,4.007729978831208,1.7289329694216269,0.8988474011725589,63.67549241770665,1131.7505352205385,0.0010515156004155758,0.0034224917638580044
554,1,1.1686926491354517,0.28,0.0,2.1,3.7781199538617116,5.045327700480415,4.10641879197193,6112.5415567645705,4.143256581738165,1.517632233291626,0.8307211951560224,78.59256279983423,1529.2172683881424,0.0004109558639572817,0.0027828493023471235
